id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,data
35791,Resident Evil: Afterlife,6.04,3532,Released,2010-09-09,300228084,97,False,/u2kimx9kh16InyhAe6s7Bm5wMr4.jpg,60000000,http://www.sonypictures.com/movies/residentevilafterlife/site/,tt1220634,en,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.122,/qZHDnt8bnsD2cSJfIbjWbCkIq3G.jpg,Experience a new dimension of evil,"action, adventure, horror, science fiction","Screen Gems, Constantin Film, Davis Films/Impact Pictures","Canada, Germany, United States of America","English, Spanish, Japanese","dystopia, post-apocalyptic future, undead, evil corporation, biohazard, zombie, based on video game, duringcreditsstinger","Titulo: Resident Evil: Afterlife, Estado: Released, Sinopsis: In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap., Generos: action, adventure, horror, science fiction, Empresas_productoras: Screen Gems, Constantin Film, Davis Films/Impact Pictures, Idiomas_hablados: English, Spanish, Japanese, palabras_clave: dystopia, post-apocalyptic future, undead, evil corporation, biohazard, zombie, based on video game, duringcreditsstinger"
340102,The New Mutants,6.1,3106,Released,2020-04-02,49169594,94,False,/eCIvqa3QVCx6H09bdeOS8Al2Sqy.jpg,67000000,https://www.20thcenturystudios.com/movies/the-new-mutants,tt4682266,en,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",26.231,/xZNw9xxtwbEf25NYoz52KdbXHPM.jpg,It's time to face your demons.,"science fiction, horror, action, mystery, adventure","20th Century Studios, Genre Films, Sunswept Entertainment",United States of America,"English, Latin, Portuguese","superhero, mutant, based on comic, superhero team, captivity","Titulo: The New Mutants, Estado: Released, Sinopsis: Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves., Generos: science fiction, horror, action, mystery, adventure, Empresas_productoras: 20th Century Studios, Genre Films, Sunswept Entertainment, Idiomas_hablados: English, Latin, Portuguese, palabras_clave: superhero, mutant, based on comic, superhero team, captivity"
384521,The Cloverfield Paradox,5.594,2993,Released,2018-02-04,0,102,False,/120mn0ZPhbDWISY2cmWSYUGWCzi.jpg,45000000,https://www.netflix.com/title/80134431,tt2548396,en,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",19.542,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,The future unleashed every thing,"horror, science fiction, action, thriller","Paramount, Bad Robot",United States of America,English,"experiment, disorientation, alien, space, scientist, space station, alternative universe, parallel universe","Titulo: The Cloverfield Paradox, Estado: Released, Sinopsis: Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality., Generos: horror, science fiction, action, thriller, Empresas_productoras: Paramount, Bad Robot, Idiomas_hablados: English, palabras_clave: experiment, disorientation, alien, space, scientist, space station, alternative universe, parallel universe"
9362,Tremors,6.878,2935,Released,1990-01-19,48572000,96,False,/8C3zy5JXn6IuN3t9FcIOQuYxpvV.jpg,11000000,,tt0100814,en,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",21.915,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,The monster movie that breaks new ground.,"horror, action, science fiction","No Frills Film Production, Universal Pictures, Wilson-Maddock Production",United States of America,English,"small town, nevada, tractor, old town, stranded, rural area, creature, tentacle, graboids, seismologist, binoculars, giant worm, man eating monster, town, cursed town","Titulo: Tremors, Estado: Released, Sinopsis: Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground., Generos: horror, action, science fiction, Empresas_productoras: No Frills Film Production, Universal Pictures, Wilson-Maddock Production, Idiomas_hablados: English, palabras_clave: small town, nevada, tractor, old town, stranded, rural area, creature, tentacle, graboids, seismologist, binoculars, giant worm, man eating monster, town, cursed town"
173897,Resident Evil: The Final Chapter,6.108,2860,Released,2016-12-23,312242626,107,False,/sQRfWdDxH53Vk7ZJ1UqzcaBHocO.jpg,40000000,,tt2592614,en,Resident Evil: The Final Chapter,"Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",2.151,/7glPlA0xPpxPxBu0TnY4ulQVCV1.jpg,Evil comes home,"action, horror, science fiction","Screen Gems, Constantin Film, Impact Pictures, Davis Films","Canada, France, Germany, United States of America",English,"helicopter, monster, underground, dystopia, mutant, post-apocalyptic future, sequel, end of the world, female soldier, zombie, armageddon, based on video game, heroine, resident evil","Titulo: Resident Evil: The Final Chapter, Estado: Released, Sinopsis: Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse., Generos: action, horror, science fiction, Empresas_productoras: Screen Gems, Constantin Film, Impact Pictures, Davis Films, Idiomas_hablados: English, palabras_clave: helicopter, monster, underground, dystopia, mutant, post-apocalyptic future, sequel, end of the world, female soldier, zombie, armageddon, based on video game, heroine, resident evil"
443791,Underwater,6.298,2813,Released,2020-01-08,40882928,95,False,/ww7eC3BqSbFsyE5H5qMde8WkxJ2.jpg,50000000,https://www.20thcenturystudios.com/movies/underwater,tt5774060,en,Underwater,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",20.152,/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg,7 miles below the ocean surface something has awakened,"horror, science fiction, action, adventure","Chernin Entertainment, 20th Century Fox, TSG Entertainment",United States of America,English,"monster, self sacrifice, deep sea, animal attack, giant monster, earthquake, survival, nuclear explosion, disaster, cryptozoology, female protagonist, underwater, survival horror, animal killing, creature feature, mechanical engineering, researcher, trapped underwater , 2050s","Titulo: Underwater, Estado: Released, Sinopsis: After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time., Generos: horror, science fiction, action, adventure, Empresas_productoras: Chernin Entertainment, 20th Century Fox, TSG Entertainment, Idiomas_hablados: English, palabras_clave: monster, self sacrifice, deep sea, animal attack, giant monster, earthquake, survival, nuclear explosion, disaster, cryptozoology, female protagonist, underwater, survival horror, animal killing, creature feature, mechanical engineering, researcher, trapped underwater , 2050s"
440,Aliens vs Predator: Requiem,5.2,2588,Released,2007-12-25,130290885,94,False,/y8yvIrmoM2PLuJcSto7OmOfsXQj.jpg,40000000,http://www.avp-r.com/,tt0758730,en,Aliens vs Predator: Requiem,"The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",47.165,/jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg,"In space, no one can hear you scream. On Earth, it won't matter.","fantasy, action, science fiction, thriller, horror","Dune Entertainment, Davis Entertainment, Brandywine Productions, 20th Century Fox",United States of America,English,"predator, hybrid, colorado, national guard, morgue, alien, creature, alien possession, triangle, infestation, xenomorph","Titulo: Aliens vs Predator: Requiem, Estado: Released, Sinopsis: The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town., Generos: fantasy, action, science fiction, thriller, horror, Empresas_productoras: Dune Entertainment, Davis Entertainment, Brandywine Productions, 20th Century Fox, Idiomas_hablados: English, palabras_clave: predator, hybrid, colorado, national guard, morgue, alien, creature, alien possession, triangle, infestation, xenomorph"
8914,Deep Blue Sea,5.955,2223,Released,1999-07-28,164648142,105,False,/d8TIyaOwqrzWWxERxQ9fJ9jrFrb.jpg,60000000,https://www.warnerbros.com/movies/deep-blue-sea/,tt0149261,en,Deep Blue Sea,"Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",28.594,/fyn0zyCI4kIlbDoHH0Hzv09hDC5.jpg,Bigger. Smarter. Faster. Meaner.,"action, horror, science fiction","Riche-Ludwig Productions, Village Roadshow Pictures, Groucho III Film Partnership, Warner Bros. Pictures","Australia, United States of America",English,"shark attack, creature, scientist, shark, killer shark, genetic engineering, animal horror, underwater facility","Titulo: Deep Blue Sea, Estado: Released, Sinopsis: Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives., Generos: action, horror, science fiction, Empresas_productoras: Riche-Ludwig Productions, Village Roadshow Pictures, Groucho III Film Partnership, Warner Bros. Pictures, Idiomas_hablados: English, palabras_clave: shark attack, creature, scientist, shark, killer shark, genetic engineering, animal horror, underwater facility"
460458,Resident Evil: Welcome to Raccoon City,6.029,2176,Released,2021-11-24,41914915,107,False,/o76ZDm8PS9791XiuieNB93UZcRV.jpg,25000000,https://www.residentevil.movie,tt6920084,en,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",58.776,/bArhvjRHl535XMaSh9VjInF2mSZ.jpg,Witness the beginning of evil.,"horror, science fiction, action","Constantin Film, Davis Films, Screen Gems, CAPCOM, Impact Pictures","Canada, France, Germany, Japan, United Kingdom, United States of America",English,"biological weapon, orphanage, mutant, infection, zombie, mansion, police station, based on video game, reboot, ghost town, duringcreditsstinger, lockdown, 1990s, secret experiment","Titulo: Resident Evil: Welcome to Raccoon City, Estado: Released, Sinopsis: Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night., Generos: horror, science fiction, action, Empresas_productoras: Constantin Film, Davis Films, Screen Gems, CAPCOM, Impact Pictures, Idiomas_hablados: English, palabras_clave: biological weapon, orphanage, mutant, infection, zombie, mansion, police station, based on video game, reboot, ghost town, duringcreditsstinger, lockdown, 1990s, secret experiment"
19898,Pandorum,6.559,2160,Released,2009-09-08,20648328,108,False,/2M5V8VcK02o4R5cxe7Ew1ltaxKr.jpg,33000000,http://www.pandorummovie.com/,tt1188729,en,Pandorum,"Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",27.11,/tgnKTUsKJ6kM0oqiLmPNePgQ8Sw.jpg,Don't fear the end of the world. Fear what happens next.,"action, horror, mystery, science fiction, thriller","Impact Pictures, Studio Babelsberg, Summit Entertainment, Constantin Film, Overture Films, FFA, FFF Bayern, Deutscher Filmförderfonds","Germany, United Kingdom, United States of America","English, Vietnamese, German","spacecraft, mission, mutation, dystopia, survival, creature, pandorum","Titulo: Pandorum, Estado: Released, Sinopsis: Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined., Generos: action, horror, mystery, science fiction, thriller, Empresas_productoras: Impact Pictures, Studio Babelsberg, Summit Entertainment, Constantin Film, Overture Films, FFA, FFF Bayern, Deutscher Filmförderfonds, Idiomas_hablados: English, Vietnamese, German, palabras_clave: spacecraft, mission, mutation, dystopia, survival, creature, pandorum"
